Logging buffer configuration and contents : enabled
Allowed max buffer size : 10240
Actual buffer size : 512
Channel number : 4 , Channel name : logbuffer
Dropped messages : 0
Overwritten messages : 31215
Current messages : 512

Jun 16 2026 06:32:48 Core_SW_02 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun 16 2026 06:00:50 Core_SW_02 %%01LACP/4/LACP_STATE_DOWN(l):CID=0x80480454;The LACP state is down. (PortName=GE1/0/9, TrunkName=Eth-Trunk2, LastReceivePacketTime=[2026-06-16 05:59:20:193], Reason=No LACPDUs were received when the timer expired. Please check link connections or remote interface's status.)
Jun 16 2026 06:00:50 Core_SW_02 %%01LACP/2/hwLacpStateDown_active(l):CID=0x80480454-alarmID=0x09362015;The LACP status of the member port changes to down. (TrunkIndex=54,PortIfIndex=14,TrunkId=2,TrunkName=Eth-Trunk2,PortName=GE1/0/9,Reason=LACP negotiation fails.)
Jun 16 2026 06:00:50 Core_SW_02 %%01IFNET/2/linkDown_active(l):CID=0x807a040f-alarmID=0x08520003;The interface status changes. (ifName=Eth-Trunk2, AdminStatus=UP, OperStatus=DOWN, Reason=The conditions for the activation of the interface are not met, mainIfname=Eth-Trunk2)
Jun 16 2026 06:00:31 Core_SW_02 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=1)
Jun 16 2026 06:00:28 Core_SW_02 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/8, RemoteChassisType=macAddress, RemoteChassisId=0c7c-6cf7-0000, RemotePortIdType=interfaceName, RemotePortId=GigabitEthernet1/0/2, RemoteSystemName=FW_01, RemoteSystemDescription=FW_01, Huawei Versatile Routing Platform Software, Software Version : USG6000V2 V500R005C00SPC100 (VRP (R) Software, Version 5.170), Copyright (C) 2014-2018 Huawei Technologies Co., Ltd., RemoteSystemCapabilitySupported=router, RemoteSystemCapabilityEnabled=router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.3)
Jun 16 2026 06:00:27 Core_SW_02 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/1, RemoteChassisType=macAddress, RemoteChassisId=3807-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=Core_SW_01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.1)
Jun 16 2026 06:00:27 Core_SW_02 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun 16 2026 06:00:27 Core_SW_02 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/1, RemoteChassisType=macAddress, RemoteChassisId=3807-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=Core_SW_01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.1)
Jun 16 2026 06:00:24 Core_SW_02 %%01OSPF/2/ospfNbrStateChange_clear(l):CID=0x80830457-alarmID=0x08900005-clearType=service_resume;The status of the non-virtual neighbor has changed. (RouterId=10.1.254.2, NbrIpAddress=10.1.200.9, NbrAddressLessIndex=0, NbrRtrId=10.1.254.3, NbrState=8, ProcessId=1, AreaId=0.0.0.0, IfnetIndex=51, LocalIfIpAddress=10.1.200.10, IfName=Vlanif203, VpnName=_public_, Reason=Alarm clear, SubReason=neighbor full)
Jun 16 2026 06:00:12 Core_SW_02 %%01MSTP/1/TOPOLOGY_CHANGE(l):CID=0x80547543;Bridge topology changed.
Jun 16 2026 06:00:12 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:00:12 Core_SW_02 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:00:01 Core_SW_02 %%01VRRP/3/VRRP_DOUBLE_MASTER_ERR(l):CID=0x80250453;VRRP detected double masters. (IfIndex=47, IfName=Vlanif30, VrId=3, PeerIp=10.1.30.253, PeerPriority=110)
Jun 16 2026 05:59:59 Core_SW_02 %%01VRRP/4/vrrpTrapMasterDown(l):CID=0x80250453;The VRRP status changed from master to another state. (ifIndex=46, VrId=2, MasterIpAddr=10.1.20.253, sysName=Core_SW_02, ifName=Vlanif20, CurrentState=backup, ChangeReason=priority calculation)
Jun 16 2026 05:59:58 Core_SW_02 %%01VRRP/4/vrrpTrapNewMaster(l):CID=0x80250453;The VRRP status changed to master. (ifIndex=46, VrId=2, MasterIPAddress=10.1.20.252, sysName=Core_SW_02, ifName=Vlanif20, ChangeReason=protocol timer expired)
Jun 16 2026 05:59:57 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:59:54 Core_SW_02 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/2, RemoteChassisType=macAddress, RemoteChassisId=3807-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/2, RemoteSystemName=Core_SW_01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.1)
Jun 16 2026 05:59:54 Core_SW_02 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun 16 2026 05:59:51 Core_SW_02 %%01OSPF/2/ospfNbrStateChange_active(l):CID=0x80830457-alarmID=0x08900005;The status of the non-virtual neighbor has changed. (RouterId=10.1.254.2, NbrIpAddress=10.1.200.9, NbrAddressLessIndex=0, NbrRtrId=10.1.254.3, NbrState=5, ProcessId=1, AreaId=0.0.0.0, IfnetIndex=51, LocalIfIpAddress=10.1.200.10, IfName=Vlanif203, VpnName=_public_, Reason=Protocol reason, SubReason=I Bit Incorrect in DD)
Jun 16 2026 05:59:51 Core_SW_02 %%01OSPF/3/NBR_DOWN_REASON(l):CID=0x80830457;Neighbor state left full or changed to Down. (ProcessId=1, NeighborRouterId=10.1.254.3, NeighborIp=10.1.200.9, NeighborAreaId=0.0.0.0, NeighborInterface=Vlanif203, NeighborDownImmediate reason=Neighbor Down Due to SequenceNum Mismatch, NeighborDownPrimeReason=I Bit Incorrect in DD, Interface interval 0, Packet interval 4, CpuUsage=16%, VpnName=_public_, IfMTU=1500, LocalIp=10.1.200.10,SystemInfo=Avai:484500088, Com:83263240, mlo:85144, cpu:16, pin:1263231251, pout:4294967295, kernelRat:8.58, NiceRate:0.3, IowaitRate:0.0, HardIrqRate:0.50, SoftIrqRate:0.93, StealstolenRate:0.0)
Jun 16 2026 05:59:48 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=43, IfIndex=55, PortName=Eth-Trunk3, PwName=-)
Jun 16 2026 05:59:48 Core_SW_02 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=55, IfIndex=55, PortName=Eth-Trunk3, PwName=-)
Jun 16 2026 05:59:48 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=43, IfIndex=55, PortName=Eth-Trunk3, PwName=-)
Jun 16 2026 05:59:46 Core_SW_02 %%01VRRP/4/vrrpTrapMasterDown(l):CID=0x80250453;The VRRP status changed from master to another state. (ifIndex=45, VrId=1, MasterIpAddr=10.1.10.253, sysName=Core_SW_02, ifName=Vlanif10, CurrentState=backup, ChangeReason=priority calculation)
Jun 16 2026 05:59:45 Core_SW_02 %%01RM/4/RM_DELETE_DEFAULTRT(l):CID=0x80717539;The default route is deleted. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif203, Nexthop=10.1.200.9, Neighbour=, Preference=150, Metric=1, IndirectID=16777359)
Jun 16 2026 05:59:45 Core_SW_02 %%01RM/4/RM_ADD_DEFAULTRT(l):CID=0x80717539;The default route is added. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif204, Nexthop=10.1.200.13, Neighbour=, Preference=150, Metric=1, IndirectID=16777357)
Jun 16 2026 05:59:44 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=0, PortID=43, IfIndex=55, PortName=Eth-Trunk3, PwName=-)
Jun 16 2026 05:59:44 Core_SW_02 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=0, PortIndex=55, IfIndex=55, PortName=Eth-Trunk3, PwName=-)
Jun 16 2026 05:59:44 Core_SW_02 %%01IFNET/2/linkDown_clear(l):CID=0x807a040f-alarmID=0x08520003-clearType=service_resume;The interface status changes. (ifName=Eth-Trunk3, AdminStatus=UP, OperStatus=UP, Reason=Interface physical link is up, mainIfname=Eth-Trunk3)
Jun 16 2026 05:59:43 Core_SW_02 %%01IFNET/2/linkDown_active(l):CID=0x807a040f-alarmID=0x08520003;The interface status changes. (ifName=Eth-Trunk3, AdminStatus=UP, OperStatus=DOWN, Reason=The conditions for the activation of the interface are not met, mainIfname=Eth-Trunk3)
Jun 16 2026 05:59:43 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=0, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:59:43 Core_SW_02 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=0, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:59:23 Core_SW_02 %%01MSTP/1/TOPOLOGY_CHANGE(l):CID=0x80547543;Bridge topology changed.
Jun 16 2026 05:59:23 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=3, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:23 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=2, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:23 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:23 Core_SW_02 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=3, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:23 Core_SW_02 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=2, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:23 Core_SW_02 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:23 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=3, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:23 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=2, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:23 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:22 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=3, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:22 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=2, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:22 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=0, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:22 Core_SW_02 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=3, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:22 Core_SW_02 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=2, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:22 Core_SW_02 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=0, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 05:59:04 Core_SW_02 %%01LACP/2/hwLacpStateDown_clear(l):CID=0x80480454-alarmID=0x09362015-clearType=service_resume;The LACP status of the member port changes to up. (TrunkIndex=53,PortIfIndex=6,TrunkId=1,TrunkName=Eth-Trunk1,PortName=GE1/0/1,Reason=LACP negotiation succeeds.)
Jun 16 2026 05:59:04 Core_SW_02 %%01LACP/2/hwLacpPDUChange_clear(l):CID=0x807a040f-alarmID=0x09360003-clearType=service_resume;The LACP member interface's status changed from unselected to selected. (TrunkIndex=0, PortIfIndex=6, TrunkId=1, TrunkName=Eth-Trunk1, PortName=GE1/0/1)
Jun 16 2026 05:58:57 Core_SW_02 %%01MSTP/1/TOPOLOGY_CHANGE(l):CID=0x80547543;Bridge topology changed.
Jun 16 2026 05:58:57 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=1, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:57 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=0, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:57 Core_SW_02 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=1, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:57 Core_SW_02 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=0, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:57 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=3, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:57 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=1, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:57 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:57 Core_SW_02 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=3, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:57 Core_SW_02 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=1, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:57 Core_SW_02 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:57 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=3, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:57 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=1, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:57 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:54 Core_SW_02 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun 16 2026 05:58:54 Core_SW_02 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/2, RemoteChassisType=macAddress, RemoteChassisId=3807-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/2, RemoteSystemName=Core_SW_01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.1)
Jun 16 2026 05:58:42 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=3, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:42 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=1, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:42 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=0, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:42 Core_SW_02 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=3, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:42 Core_SW_02 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=1, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:42 Core_SW_02 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=0, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 05:58:34 Core_SW_02 %%01LACP/2/hwLacpNegotiateFailed_clear(l):CID=0x807a040f-alarmID=0x09360000-clearType=service_resume;Link negotiation failure is resumed. (TrunkIndex=0, PortIfIndex=6, TrunkId=1, TrunkName=Eth-Trunk1, PortName=GE1/0/1, Reason=The link fault was rectified and negotiation information was synchronized.)
Jun 16 2026 05:58:31 Core_SW_02 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun 16 2026 05:58:29 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=3, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 05:58:29 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=2, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 05:58:29 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=1, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 05:58:29 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 05:58:29 Core_SW_02 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=3, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 05:58:29 Core_SW_02 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=2, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 05:58:29 Core_SW_02 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=1, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 05:58:29 Core_SW_02 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 05:58:29 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=3, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 05:58:29 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=2, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 05:58:29 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=1, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 05:58:29 Core_SW_02 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 05:58:27 Core_SW_02 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/1, RemoteChassisType=macAddress, RemoteChassisId=3807-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=Core_SW_01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.1)
Jun 16 2026 05:58:27 Core_SW_02 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun 16 2026 05:58:27 Core_SW_02 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/1, RemoteChassisType=macAddress, RemoteChassisId=3807-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=Core_SW_01, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.1)
